StockSymbol,TradeDate,OpenPrice,HighPrice,LowPrice,ClosePrice,Volume
META,2024-09-04,1512.73,304.24,253.91,1925.17,290907
AAPL,2024-02-23,1880.47,254.65,972.32,855.1,580847
NFLX,2024-07-13,902.33,1347.51,1702.07,1917.78,637557
GOOGL,2024-11-02,514.37,578.45,1761.47,1245.33,892114
AMZN,2024-06-04,646.67,1199.89,580.19,1562.49,541415
MSFT,2024-04-15,590.96,741.74,1389.44,1396.15,242412
NFLX,2024-09-26,1029.88,239.14,1120.2,1864.76,426144
AMZN,2024-12-04,60.59,1166.99,1215.07,1482.84,226449
MSFT,2024-11-02,1355.39,1526.62,1561.05,847.13,587172
MSFT,2024-04-20,1634.4,1658.42,1685.75,731.28,35881
AAPL,2024-09-05,1302.64,187.13,1061.34,487.53,429405
AMZN,2024-02-13,1618.34,506.37,74.84,1733.71,44524
AAPL,2024-06-27,1483.72,462.14,1227.37,643.86,646015
META,2024-01-20,1429.82,1103.6,135.98,1661.32,357858
GOOGL,2024-08-12,1058.81,623.62,609.24,1862.97,137287
META,2024-03-13,1987.7,1214.47,1868.91,468.99,83687
AMZN,2024-07-23,893.74,1570.92,1584.36,567.18,522836
TSLA,2024-01-25,81.68,1275.75,143.37,1819.56,370743
META,2024-03-02,1471.53,1041.5,324.28,69.32,703625
GOOGL,2024-05-29,1519.64,964.04,1610.51,94.09,115822
GOOGL,2024-11-10,1854.13,1888.39,365.54,1122.59,541146
NVDA,2024-06-16,1884.04,1032.07,1008.95,1294.73,862309
NVDA,2024-04-24,1145.14,907.33,842.64,1802.55,9766
NVDA,2024-08-02,542.7,1966.89,1773.98,1925.33,237018
META,2024-04-01,199.01,1013.18,1774.27,111.69,121099
GOOGL,2024-05-17,1553.97,1258.01,1525.48,1324.72,794263
MSFT,2024-10-31,1341.95,1639.06,1146.35,1755.67,163716
NFLX,2024-05-12,1296.71,1291.91,1612.28,1726.37,945497
AAPL,2024-05-16,633.67,1097.76,1961.65,891.63,557001
AAPL,2024-05-19,1870.11,1451.63,855.52,1653.24,965887
TSLA,2024-11-30,332.11,1951.62,78.7,1125.56,494225
AMZN,2024-12-10,764.62,1791.57,770.29,1998.91,387721
AAPL,2024-04-22,1339.99,1774.51,336.26,1802.92,513826
AMZN,2023-12-22,662.28,410.23,129.54,629.34,761212
AMZN,2024-02-27,1424.01,533.52,1475.79,1105.31,115457
NFLX,2024-07-29,690.27,732.95,138.47,1163.82,331633
MSFT,2024-08-17,566.74,1863.82,1175.86,567.59,770858
GOOGL,2024-02-23,1218.66,1500.36,1508.22,1763.42,330580
NVDA,2024-01-16,1258.59,215.86,743.54,603.74,573458
NVDA,2024-10-08,631.98,1217.5,536.16,273.01,669137
TSLA,2024-01-31,135.93,1972.59,987.03,1967.05,12135
NFLX,2024-04-20,1364.89,481.75,492.67,1130.13,539762
AMZN,2024-01-17,1112.38,1159.49,1961.32,1461.8,752470
TSLA,2024-05-02,414.14,359.08,70.8,229.12,351568
MSFT,2024-07-07,1187.92,1580.24,1689.12,1094.27,87363
NVDA,2024-09-13,614.02,1086.04,488.9,1344.45,766739
TSLA,2024-08-23,543.35,1641.47,826.89,516.87,33878
NVDA,2024-12-08,739.76,395.35,799.65,569.99,578752
GOOGL,2024-10-10,77.7,1043.54,52.99,1419.56,238794
TSLA,2024-01-09,1216.18,853.25,228.9,480.3,129123
NVDA,2024-05-02,888.11,213.01,1564.44,941.0,800999
NFLX,2024-10-10,1366.42,1895.26,505.61,1500.3,927794
AMZN,2023-12-15,1756.16,792.77,658.29,858.4,975498
TSLA,2024-09-10,623.55,1662.43,1250.14,1063.67,34039
NVDA,2023-12-25,1567.57,1410.2,1576.03,481.47,650574
NFLX,2024-05-05,131.96,578.82,1516.87,561.5,728927
GOOGL,2024-09-02,830.51,1511.72,72.91,711.43,491068
GOOGL,2024-10-14,915.16,1727.04,427.86,829.99,797080
TSLA,2024-02-17,1756.48,1985.59,376.85,1724.37,272211
AMZN,2024-01-03,332.11,1981.8,1941.96,465.99,879144
GOOGL,2024-06-15,1014.53,93.27,1782.05,1189.28,748073
META,2024-11-15,905.36,355.66,1573.81,964.27,292082
GOOGL,2024-06-22,657.38,259.08,1457.36,848.12,156426
TSLA,2024-03-03,1923.42,1189.58,1838.16,1533.18,446867
TSLA,2024-06-13,1851.6,1492.55,1105.01,324.72,432674
MSFT,2024-03-07,961.27,1478.63,318.6,1422.55,275427
NFLX,2024-06-15,105.49,211.43,1404.89,151.97,140418
AMZN,2024-10-05,94.36,1130.62,611.15,394.72,645244
AMZN,2024-10-11,950.26,1232.38,1641.52,1946.89,495947
NVDA,2024-01-13,1643.98,1510.73,1812.49,750.35,162192
AAPL,2024-08-14,1811.56,495.26,71.33,1003.82,219522
NVDA,2023-12-15,1649.62,1855.78,1299.38,1511.85,431499
AMZN,2024-07-22,334.04,1032.78,738.51,145.42,249046
GOOGL,2024-03-15,920.3,1216.14,1568.24,1186.09,573376
GOOGL,2024-07-16,885.17,808.82,1005.65,306.32,802871
NFLX,2024-04-06,1633.37,1632.82,191.13,850.91,76253
AMZN,2024-09-13,629.28,1836.14,804.36,386.04,114942
AAPL,2024-07-18,1150.9,678.31,1961.62,1548.42,752255
GOOGL,2024-04-04,1318.9,384.61,33.26,1008.6,497740
AMZN,2024-09-22,1895.47,1839.98,278.74,654.86,311890
AAPL,2024-08-27,1490.31,1352.85,807.86,483.32,92025
AAPL,2024-06-02,778.61,1192.29,1275.0,492.04,849480
GOOGL,2024-06-11,379.58,1670.1,723.88,250.38,602158
META,2024-06-19,1692.25,1791.45,1725.86,872.81,507845
AAPL,2024-03-07,1283.19,385.31,1401.14,1968.99,270808
NFLX,2024-07-26,1815.11,1917.7,1367.1,1341.18,480716
AAPL,2024-07-24,735.3,93.14,1074.16,1383.07,91520
AAPL,2023-12-23,1034.36,551.42,1482.62,836.18,422383
NVDA,2024-03-07,492.42,356.19,1611.68,1464.08,7765
AMZN,2024-01-16,1626.12,982.99,647.6,1348.86,647704
GOOGL,2024-01-03,74.09,1928.14,1473.88,1643.23,494546
AMZN,2024-09-24,1826.35,1971.0,1847.21,1488.93,84849
TSLA,2024-02-20,1658.86,1142.03,72.03,1117.78,61999
AAPL,2024-09-14,1261.64,139.73,1785.65,1977.65,104890
NFLX,2024-03-25,264.36,1735.59,117.46,1961.28,889422
AMZN,2024-10-14,184.1,1508.87,1019.46,70.39,78997
META,2024-01-19,191.12,1401.99,153.38,826.43,162366
NFLX,2023-12-28,1773.42,455.9,1389.03,199.65,845298
MSFT,2024-07-04,795.11,220.78,109.76,642.3,28997
META,2024-02-18,1901.72,1297.14,703.79,1588.67,159231
GOOGL,2023-12-18,660.46,901.35,271.02,731.03,758052
META,2024-01-01,1692.56,1274.74,1738.25,1624.46,701355
AAPL,2024-05-29,1058.98,1777.2,1968.48,245.27,407858
AAPL,2024-10-26,1988.2,867.67,1684.28,809.19,881427
NFLX,2024-05-27,1952.25,1142.11,1881.2,963.36,50961
META,2024-10-05,1560.7,1975.41,1188.5,443.11,958701
META,2024-10-31,109.14,218.35,1243.52,74.78,807705
AMZN,2024-06-25,637.81,531.97,247.11,1494.22,440837
TSLA,2024-07-21,1666.65,1346.9,1819.86,232.21,211152
GOOGL,2024-06-20,1513.93,971.18,525.88,851.63,379977
MSFT,2024-04-22,682.45,1618.88,1024.16,1499.61,817952
AMZN,2024-10-19,154.01,1633.64,1435.52,140.35,619473
AAPL,2024-07-03,1234.74,915.04,719.09,1656.57,63561
NFLX,2024-03-31,279.37,1821.97,1487.87,264.71,822829
META,2024-07-08,1604.45,372.16,1961.57,545.72,797646
NFLX,2024-07-27,84.87,434.2,1082.62,870.42,784077
META,2024-04-27,510.76,1480.57,1067.92,807.37,765485
NFLX,2024-02-15,1253.24,449.91,592.13,846.53,129708
NVDA,2024-07-04,1420.66,1057.1,1841.88,266.11,954448
GOOGL,2024-06-19,799.22,1714.54,578.18,167.6,782309
META,2024-04-24,1686.73,2024.08,1448.22,1070.57,785546
MSFT,2024-03-28,1283.95,1692.55,268.2,1373.05,627041
GOOGL,2024-11-17,1069.82,1421.3,875.58,1925.42,492965
AMZN,2024-11-14,248.35,1243.87,1217.88,380.37,153096
META,2023-12-15,1463.74,495.49,1894.0,915.38,621154
META,2024-03-04,1059.67,357.85,569.23,441.43,438417
AMZN,2024-03-22,59.68,1269.85,1532.56,1019.71,780413
AAPL,2024-04-28,148.9,685.22,28.32,506.55,485290
NVDA,2024-08-17,1823.62,488.51,86.07,420.64,905328
TSLA,2024-02-21,141.51,1314.99,298.17,331.02,923425
AMZN,2024-01-17,501.85,1772.66,1306.39,1460.29,505246
TSLA,2024-02-10,1044.06,1611.5,343.15,1776.16,186944
NFLX,2024-01-03,810.96,1087.7,978.09,727.42,59633
AAPL,2024-11-19,1332.97,1314.66,1095.64,1484.84,711083
AMZN,2024-07-30,1060.22,1769.4,1562.38,199.91,254039
AAPL,2024-02-25,1119.37,1849.64,62.4,645.06,684307
AMZN,2024-10-01,358.58,1634.78,1511.73,874.76,529177
TSLA,2024-07-15,342.38,711.36,681.81,1237.7,148410
AMZN,2023-12-21,1793.42,1516.98,1563.71,1116.67,678582
NVDA,2024-08-30,1741.44,992.76,805.14,1691.45,291348
AAPL,2023-12-20,154.51,1909.73,1277.66,1452.25,61211
META,2024-09-25,1063.97,1521.74,1479.56,1840.81,670561
TSLA,2024-06-27,1736.01,1411.67,677.39,1064.11,330371
GOOGL,2024-08-02,415.86,259.71,1025.5,1958.61,816694
GOOGL,2024-06-03,455.65,930.8,300.76,733.16,267946
NFLX,2024-10-22,240.57,1719.22,1794.2,924.57,179346
NVDA,2023-12-20,753.51,383.32,627.17,1579.89,583885
GOOGL,2024-08-30,415.05,1105.99,269.56,1211.82,69258
MSFT,2024-02-18,1550.84,833.32,526.94,1816.68,72926
AMZN,2024-03-14,254.93,1641.81,770.93,1704.89,974367
META,2024-04-03,1509.81,1081.03,1826.87,445.09,948417
AAPL,2024-08-23,711.17,1635.51,1788.29,1042.57,940021
NVDA,2024-01-22,529.44,1197.26,332.68,1646.3,472806
NFLX,2024-05-02,832.13,1036.72,1657.53,68.66,26599
META,2024-08-20,821.17,305.37,134.54,516.22,915428
GOOGL,2024-07-10,824.55,247.1,798.99,484.83,314524
MSFT,2024-01-08,377.52,2036.38,928.58,957.48,486999
TSLA,2024-02-02,1683.34,114.15,1830.06,1131.75,316423
AMZN,2024-09-07,1186.73,127.69,935.35,769.78,579341
NVDA,2024-12-03,1775.42,1177.82,924.81,510.45,533553
META,2024-03-17,1363.19,1467.97,778.06,679.51,666460
META,2024-12-07,1837.49,1400.88,1718.13,1333.82,968772
TSLA,2024-09-09,262.75,1895.05,1654.96,845.64,210127
AMZN,2024-07-17,1955.56,788.05,39.78,205.73,118279
NVDA,2024-07-05,122.24,1362.57,363.59,578.64,342748
AMZN,2024-03-10,227.69,513.32,1966.04,60.49,222980
GOOGL,2024-08-27,1788.13,1620.27,519.08,1230.65,354197
NVDA,2024-02-15,893.9,870.14,550.21,638.07,375101
NFLX,2024-01-29,1177.11,1048.45,351.43,1311.82,494188
NVDA,2024-07-26,1792.59,1732.54,1154.67,289.87,120060
NVDA,2024-11-23,1556.06,1337.43,1570.11,78.58,7328
MSFT,2024-06-27,1446.92,1527.16,1729.19,571.44,425827
NVDA,2024-10-03,1625.48,1903.32,375.13,1860.65,641138
NVDA,2024-05-26,1249.67,253.31,1036.33,306.86,465835
AMZN,2024-02-14,98.75,714.2,307.84,262.13,514686
AMZN,2024-04-25,1143.6,1817.98,126.8,1175.55,505197
NFLX,2024-10-12,1858.67,1868.12,1671.15,484.53,315100
TSLA,2024-05-17,1217.74,1101.19,1198.37,746.63,636996
NFLX,2024-11-03,799.89,559.01,1369.54,1401.13,789088
AMZN,2024-09-21,109.67,1947.85,1768.81,545.81,126194
AAPL,2024-10-27,1876.46,463.0,935.54,1834.76,759627
TSLA,2024-09-08,116.6,501.6,782.08,1941.84,741621
META,2024-08-19,1827.01,466.38,429.2,1830.81,177218
META,2024-06-11,63.08,126.78,1648.99,1745.67,200905
GOOGL,2024-04-05,338.49,1731.39,1627.49,1082.7,519319
AMZN,2024-02-20,356.57,2006.87,1709.22,993.68,609778
NVDA,2024-09-04,1236.81,902.48,787.28,930.34,411385
AAPL,2024-01-13,1973.82,1224.54,1823.1,990.75,190170
GOOGL,2024-04-15,260.62,260.12,412.15,1869.88,544668
AAPL,2024-10-12,1006.82,340.98,721.15,1492.29,499098
GOOGL,2024-11-18,358.85,526.99,420.39,1081.14,819287
META,2024-05-23,160.99,1269.94,1682.12,321.35,764994
NFLX,2024-08-08,1294.69,164.26,683.8,150.87,799171
TSLA,2023-12-25,1381.03,1611.74,871.93,386.71,493007
GOOGL,2024-08-18,1090.03,1502.65,130.3,483.88,214108
NVDA,2024-02-25,1132.36,1226.38,1229.52,480.47,107048
AAPL,2024-01-31,1407.07,916.63,478.36,1993.83,751067
GOOGL,2024-07-25,417.76,279.22,121.37,494.11,152612
AAPL,2024-01-18,812.14,1071.62,1664.98,1247.24,993791
NVDA,2024-08-06,195.43,129.5,311.65,2013.04,100072
META,2024-02-09,961.27,247.99,322.48,305.15,306871
META,2024-10-20,643.82,1879.58,1465.31,1848.57,367571
NVDA,2024-07-16,1720.46,274.98,1663.58,1477.71,569842
META,2024-12-06,726.45,298.53,715.26,506.3,122559
AMZN,2024-01-25,1613.2,358.7,458.14,1305.04,586360
AAPL,2024-03-03,336.25,1711.04,1094.0,1071.25,884203
NVDA,2024-11-06,1086.7,690.09,1362.7,739.28,99745
NVDA,2024-05-10,671.63,1929.81,1608.07,244.79,346497
NVDA,2024-08-24,1685.27,1914.93,394.62,855.64,185545
TSLA,2024-09-02,801.09,358.86,1395.38,1701.62,94818
MSFT,2024-10-26,1100.69,896.15,1588.56,1845.07,340386
META,2024-08-01,1775.13,1253.08,1446.04,1038.99,996754
META,2024-08-07,644.31,813.99,1207.78,879.54,202569
AMZN,2024-05-23,295.25,1506.44,1264.6,1404.41,612492
GOOGL,2024-10-02,1223.82,1036.84,245.1,1803.24,211165
NVDA,2024-10-08,1982.19,398.13,334.25,1076.02,528669
TSLA,2023-12-24,1630.29,395.72,428.05,815.78,970496
AAPL,2024-04-25,1931.57,954.78,1047.91,168.46,941412
TSLA,2024-03-21,911.28,1070.59,1973.71,1873.78,178999
TSLA,2024-07-14,293.51,289.37,1384.44,1235.16,684625
AMZN,2024-04-03,1635.55,657.26,1227.06,568.67,810384
AMZN,2024-12-05,1122.27,401.25,1069.12,1119.6,962996
MSFT,2023-12-17,1903.02,232.79,574.06,767.59,381718
TSLA,2024-11-28,1694.48,375.29,1079.1,181.61,11539
AAPL,2024-12-02,1698.43,508.48,499.57,313.41,940783
AMZN,2024-04-27,193.5,806.59,496.23,1363.21,755195
META,2024-07-21,848.66,330.97,339.57,66.58,596453
TSLA,2024-02-23,1473.04,1371.54,1349.12,732.35,659848
MSFT,2024-09-10,1390.06,1098.72,614.28,1004.19,963976
NVDA,2024-05-20,454.09,1539.82,1492.75,1228.86,13672
AMZN,2024-03-15,1957.89,351.59,743.7,576.06,508023
AMZN,2024-11-10,1104.08,1718.34,1298.09,1680.08,279354
META,2024-06-08,1564.35,1334.5,900.14,583.98,710372
NFLX,2024-01-08,1034.06,788.04,1748.15,893.57,750156
AAPL,2024-07-24,688.88,1617.71,769.0,562.53,838930
AMZN,2024-09-03,1062.65,637.75,1501.48,378.03,632028
NVDA,2024-06-08,233.63,1299.05,586.42,1389.77,163927
AMZN,2024-11-08,1878.48,793.05,1044.38,1070.19,822348
NVDA,2024-04-16,1482.18,319.7,1718.59,116.87,829578
TSLA,2024-08-22,315.78,1098.99,354.69,414.09,856133
NVDA,2024-11-28,1857.74,694.26,619.14,1984.08,889344
TSLA,2024-07-20,1033.83,1405.0,1436.14,1935.76,270623
NVDA,2024-07-25,293.38,1977.04,533.06,1397.84,344411
AMZN,2023-12-31,1440.86,697.89,1651.97,416.35,202277
GOOGL,2024-02-23,1853.07,1638.38,517.3,900.98,749637
AMZN,2024-11-09,491.48,234.53,510.82,1856.89,236968
GOOGL,2024-01-10,1425.98,1908.46,1564.07,506.34,284248
NVDA,2024-10-03,1025.54,931.4,331.97,582.83,429801
AAPL,2024-03-04,501.53,1569.95,1622.37,1386.74,842131
META,2024-06-01,487.48,1120.66,798.08,1953.18,261217
GOOGL,2024-11-02,1359.47,206.29,1858.68,221.36,675925
MSFT,2024-09-12,461.54,1713.59,1434.29,700.92,721022
META,2024-06-17,1879.07,670.61,185.66,1302.21,485128
AAPL,2024-10-14,1175.75,340.34,620.44,1495.08,836071
AMZN,2024-08-10,1586.55,1131.57,189.69,958.93,934784
AMZN,2024-07-15,1927.26,2000.82,505.93,657.05,934434
TSLA,2024-01-23,379.43,1902.39,671.26,577.5,194801
GOOGL,2024-06-18,1700.57,1742.5,1637.6,1362.62,277571
TSLA,2024-07-16,432.34,399.17,1803.83,550.9,319823
TSLA,2024-03-26,360.06,1201.23,481.87,1772.03,976661
NVDA,2024-10-17,1369.75,857.52,1671.85,446.45,163221
TSLA,2024-05-07,1460.23,1257.8,625.61,1370.12,604578
NVDA,2024-04-25,276.16,1234.47,1841.17,531.68,636268
AMZN,2024-04-13,1183.61,580.45,1570.45,170.55,417245
NFLX,2024-05-02,1908.9,182.25,1193.51,1844.53,551701
GOOGL,2024-10-24,1252.14,1340.41,1406.6,1227.16,184319
META,2024-02-29,1976.63,1414.41,1184.0,605.04,99887
MSFT,2024-05-28,989.27,1030.96,1239.04,619.55,670901
NFLX,2024-01-14,471.17,158.0,1553.25,150.58,902125
TSLA,2024-01-18,1398.02,590.21,821.84,1115.91,513671
GOOGL,2024-11-11,1712.88,662.38,522.88,623.48,885463
AAPL,2024-09-22,958.52,1668.18,902.38,1472.81,797655
AAPL,2024-11-15,758.22,545.27,1335.75,1073.81,702899
AMZN,2023-12-28,745.1,1643.83,1353.55,692.96,856482
META,2024-09-03,1616.05,1509.64,1911.93,602.43,677918
MSFT,2023-12-30,1212.7,741.64,1042.72,715.22,739629
NVDA,2024-09-09,1881.78,693.97,797.96,532.21,35604
AAPL,2024-02-02,60.26,1798.98,1433.2,401.2,855193
NVDA,2023-12-17,492.35,1980.43,913.34,681.64,908283
GOOGL,2024-07-16,1681.96,1112.17,880.48,408.47,282458
NVDA,2024-01-19,686.19,1948.89,1730.48,224.23,101697
GOOGL,2024-07-23,1193.24,1392.44,409.75,897.96,992607
AAPL,2024-05-27,981.09,1429.63,1598.97,1030.86,489222
NFLX,2024-08-31,381.5,750.17,1379.35,469.66,918591
AAPL,2024-12-09,294.95,670.41,949.06,529.7,257916
MSFT,2024-10-11,844.68,1215.99,531.95,1984.06,488138
META,2024-11-21,559.61,654.94,796.01,1733.47,562524
NVDA,2024-02-08,473.62,752.16,1020.94,1127.56,524790
NVDA,2024-06-02,1647.22,900.47,774.47,1951.86,954742
META,2024-07-12,84.39,778.05,1806.3,1285.38,812788
TSLA,2024-08-19,1487.85,1548.21,712.61,921.15,419934
AMZN,2024-04-05,1148.11,1784.44,1411.01,1405.51,234049
NVDA,2023-12-18,1387.39,604.74,1877.05,1269.98,660279
MSFT,2024-10-06,1451.82,667.91,1452.35,1884.76,813227
GOOGL,2024-06-13,1345.34,785.53,1850.66,530.05,503030
TSLA,2024-08-29,509.98,164.97,1494.71,1795.09,278398
NFLX,2024-05-06,513.31,874.36,767.73,1725.16,73331
AMZN,2024-03-25,894.53,1688.79,1407.02,958.35,592589
NVDA,2024-03-22,1715.93,1006.29,623.7,1097.75,680605
NVDA,2024-02-11,161.6,1029.91,110.19,899.57,564842
GOOGL,2024-02-02,1973.91,637.4,118.42,746.1,64996
GOOGL,2024-06-25,1871.65,976.07,233.4,1366.64,781503
MSFT,2024-06-17,1335.12,911.49,41.52,729.5,930899
TSLA,2024-01-10,1169.09,98.17,1102.1,1270.81,661725
NVDA,2024-07-03,437.3,867.59,778.89,544.58,742240
NVDA,2024-10-24,62.13,1791.87,474.47,155.39,629009
AMZN,2024-02-15,1323.99,225.86,934.94,666.74,881180
AMZN,2024-04-24,1389.82,1676.41,349.76,1566.0,331596
META,2024-06-27,703.7,434.29,248.17,1509.36,564265
META,2024-08-17,66.69,1961.31,1450.54,399.96,25542
NFLX,2024-06-19,280.37,458.49,1259.2,742.4,257796
AMZN,2024-04-02,812.82,1232.13,1926.55,803.77,797185
MSFT,2024-08-28,401.38,1671.97,730.8,352.4,337512
AAPL,2024-05-17,1120.18,670.84,905.75,1526.01,659173
GOOGL,2024-03-02,1884.99,1852.59,1689.02,1747.23,985105
GOOGL,2024-04-13,1538.82,1634.2,150.77,1246.61,921344
GOOGL,2024-01-02,663.41,1265.63,600.09,1657.22,886866
NVDA,2024-02-27,1544.49,724.1,1497.27,988.14,842764
META,2024-05-08,1070.57,927.21,1691.16,905.96,321477
GOOGL,2024-02-20,1587.28,779.88,898.58,1043.97,960406
MSFT,2024-01-09,1692.93,1347.16,649.47,1563.07,457790
MSFT,2024-05-06,59.23,876.61,493.85,401.93,321509
GOOGL,2024-06-03,1901.02,978.42,51.59,189.72,733505
GOOGL,2024-06-09,286.33,486.66,1670.54,1513.32,225724
META,2024-03-09,466.29,1230.4,625.29,351.48,998983
GOOGL,2024-09-13,1570.5,226.91,645.51,1048.85,803525
GOOGL,2024-11-08,361.21,466.95,1456.67,1691.69,424183
AMZN,2024-04-26,1790.65,710.28,1894.05,1819.34,363100
AAPL,2024-06-13,1038.86,1369.08,80.48,1497.05,666657
NFLX,2024-06-09,1755.41,856.51,104.57,1748.59,549021
AAPL,2024-09-17,1395.74,1151.04,276.36,939.04,743613
MSFT,2024-06-22,790.6,1809.61,1559.35,857.82,880202
GOOGL,2024-03-14,536.22,2009.42,676.01,1525.77,646392
AMZN,2024-02-09,941.36,153.13,742.46,1096.88,643056
NFLX,2024-06-09,1747.43,856.72,1725.43,219.26,821631
AAPL,2024-06-13,733.73,728.71,239.24,953.74,527176
AAPL,2023-12-28,1793.89,2029.1,789.4,1942.64,65330
AAPL,2024-08-12,862.1,1656.5,1380.7,1334.82,246286
TSLA,2024-12-03,357.68,1675.57,702.72,373.52,596666
META,2024-10-04,772.19,1996.99,808.25,1171.13,67109
GOOGL,2024-12-14,823.15,1919.07,694.02,1219.48,478651
NFLX,2024-10-12,1045.53,411.68,783.12,1929.91,349526
GOOGL,2024-01-15,90.82,1547.12,677.57,1655.41,2518
MSFT,2024-10-16,1553.4,1141.15,311.12,450.42,800801
META,2024-11-04,1726.65,2022.29,439.27,1193.34,632484
META,2024-07-26,736.36,1420.68,794.12,1305.79,525270
MSFT,2024-10-06,65.29,308.3,1785.66,1449.05,182849
AMZN,2024-01-22,529.25,778.08,1538.66,398.75,756583
NFLX,2024-05-02,223.76,1073.13,337.91,758.08,271835
NVDA,2024-02-04,1532.75,1234.81,1828.55,362.64,387854
NFLX,2024-06-01,756.74,643.83,316.9,500.41,403447
TSLA,2024-11-10,1860.19,1079.04,1616.24,942.41,95553
TSLA,2024-07-29,674.54,1372.02,807.4,1173.4,574378
NFLX,2024-03-16,500.93,1228.91,1256.91,1348.56,482025
META,2023-12-22,65.01,1301.76,1720.97,711.15,311286
AMZN,2024-08-13,1788.83,1885.62,1526.6,129.66,101585
AMZN,2024-11-18,1236.93,620.11,365.65,136.65,861988
META,2024-07-20,449.88,897.34,830.26,707.17,997782
META,2024-11-04,1558.92,768.34,1419.98,1123.67,426968
GOOGL,2024-10-30,445.54,1202.3,1659.71,1215.14,245639
AMZN,2024-11-18,1134.41,1229.0,1078.68,1618.7,164563
MSFT,2024-09-06,1122.7,1807.77,1454.69,1463.02,140190
MSFT,2024-09-22,1394.86,193.8,1860.1,1616.26,754231
NFLX,2024-01-04,1326.79,1470.9,460.71,1584.25,71590
NFLX,2024-03-09,1121.16,1352.87,906.65,909.58,582439
MSFT,2024-09-20,875.84,761.17,1076.72,464.89,385669
AMZN,2024-10-07,1747.06,664.61,995.36,135.06,759965
AAPL,2024-05-23,471.34,719.46,1664.75,1754.23,812690
AMZN,2024-03-25,776.0,1083.75,374.48,904.42,143354
MSFT,2024-02-06,1997.12,932.7,1682.22,571.3,364641
AAPL,2024-02-21,550.15,1124.08,1898.54,1732.0,429854
META,2024-09-16,408.6,1803.39,498.96,615.49,969028
GOOGL,2024-08-31,895.4,162.21,1839.02,94.44,131539
MSFT,2024-04-29,1076.92,1276.73,974.81,175.49,35087
MSFT,2024-12-13,1609.61,1646.2,1051.64,1226.34,111122
AAPL,2024-07-14,792.62,369.91,622.28,735.57,208101
GOOGL,2024-02-02,831.99,308.39,438.63,826.83,331173
AAPL,2024-07-15,740.32,230.27,840.14,1951.94,437622
TSLA,2024-11-19,357.84,1735.34,1708.92,283.22,103914
AMZN,2024-04-09,231.83,1447.24,928.78,1917.05,709863
TSLA,2024-02-25,1432.57,994.28,1051.87,1623.18,268431
AMZN,2024-11-05,1197.16,1949.55,1642.27,1569.31,637858
AMZN,2024-10-14,1656.56,895.54,99.14,1444.49,852268
GOOGL,2024-04-18,1483.52,1371.08,1173.76,1929.28,661680
GOOGL,2024-11-15,1264.48,1439.22,1735.79,1764.33,479996
NFLX,2024-04-18,86.79,1483.39,503.76,1241.9,524541
GOOGL,2024-01-16,1848.65,619.72,664.47,849.73,819017
AMZN,2024-09-10,244.66,1093.95,1136.69,56.65,71684
TSLA,2024-09-20,1884.83,1791.33,1569.58,341.45,961894
MSFT,2024-11-12,1714.26,870.14,745.68,969.1,377008
AMZN,2024-01-11,1296.75,2008.8,1104.24,759.13,782886
AMZN,2024-05-17,1451.57,259.0,595.68,1495.87,147285
NFLX,2024-11-17,1975.95,300.42,1635.87,1085.2,57295
MSFT,2024-12-06,242.34,496.43,532.07,1098.38,555349
NVDA,2024-10-05,553.5,948.36,468.78,102.04,622925
AMZN,2024-10-10,122.26,1265.31,1276.03,1046.46,387402
TSLA,2024-02-07,1335.71,1973.6,1310.6,1928.93,788159
NVDA,2024-01-01,381.92,153.39,538.89,652.86,49062
AAPL,2024-03-28,906.51,634.93,1493.9,1533.23,716687
TSLA,2024-02-06,1103.61,1757.0,1306.23,973.52,498714
AAPL,2024-04-18,1895.02,867.28,412.49,1634.29,448777
MSFT,2024-07-26,1290.39,1594.35,183.82,644.14,18315
AAPL,2024-07-16,973.9,1798.64,1842.35,655.78,103000
AMZN,2024-04-02,978.02,879.34,740.13,1773.14,54506
NFLX,2024-01-16,350.45,1874.43,297.58,72.19,133818
AMZN,2024-03-04,1260.8,339.25,1871.47,1101.64,431601
NFLX,2024-03-29,1472.19,873.93,604.0,1494.2,453794
GOOGL,2024-04-14,552.44,146.73,1733.67,1798.8,667449
NVDA,2024-02-10,1524.13,392.77,443.25,895.21,182609
MSFT,2024-09-28,425.13,807.73,288.83,689.86,581427
META,2024-12-05,1940.38,2014.8,1599.43,798.5,232495
TSLA,2024-08-17,825.3,1943.97,322.36,1318.19,917291
NVDA,2024-09-24,101.32,1233.52,1122.35,318.26,276298
NFLX,2024-05-28,511.07,418.16,1755.8,1938.89,310396
MSFT,2024-10-31,73.06,1708.98,1112.21,1133.16,312911
NVDA,2024-01-11,1279.99,894.7,1574.03,1964.32,668502
AMZN,2024-04-02,1668.69,1063.46,1376.64,714.39,878666
META,2024-01-05,754.19,613.77,285.66,1392.05,261684
TSLA,2024-08-15,1601.73,1935.08,1269.71,1912.8,843948
AMZN,2024-04-01,69.81,841.19,1426.61,1697.92,109835
META,2024-11-15,1000.75,1193.27,1306.31,1836.99,698319
NFLX,2024-02-19,357.34,1911.54,1515.16,160.92,650920
AAPL,2024-03-22,394.84,1291.61,1516.07,120.65,60924
NFLX,2024-01-11,1412.12,1105.45,1283.15,1392.26,696144
